m,n,k,processes,threads,error,generation_time,first_communication_time,second_communication_time,parallel_time,serial_time
64,64,64,2,6,0.000000,0.000730,0.000838,0.000062,0.000680,0.000000
64,64,64,2,8,0.000000,0.000626,0.000731,0.000060,0.003663,0.000000
64,64,64,2,10,0.000000,0.000700,0.000812,0.000058,0.000644,0.000000
64,64,64,4,2,0.000000,0.000813,0.000070,0.000073,0.000523,0.000000
64,64,64,4,3,0.000000,0.000910,0.000082,0.000078,0.000655,0.000000
64,64,64,4,4,0.000000,0.000967,0.000096,0.000414,0.010297,0.000000
64,64,64,4,5,0.000000,0.001058,0.000089,0.000071,0.008811,0.000000
64,64,64,2,4,0.000000,0.000733,0.000843,0.000059,0.000437,0.000000
64,64,64,2,6,0.000000,0.000745,0.000834,0.000048,0.000419,0.000000
64,64,64,2,8,0.000000,0.000720,0.000834,0.000050,0.003624,0.000000
64,64,64,2,10,0.000000,0.000728,0.000882,0.000048,0.003601,0.000000
64,64,64,4,2,0.000000,0.001173,0.000087,0.000087,0.002047,0.000000
64,64,64,4,3,0.000000,0.000790,0.000065,0.000069,0.004038,0.000000
64,64,64,4,4,0.000000,0.000927,0.000065,0.000078,0.003524,0.000000
64,64,64,4,5,0.000000,0.000802,0.000074,0.000077,0.004158,0.000000
128,128,128,2,4,0.000000,0.001722,0.000910,0.000742,0.001321,0.000400
128,128,128,2,6,0.000000,0.001700,0.000713,0.000713,0.000769,0.000433
128,128,128,2,8,0.000000,0.001689,0.000869,0.001043,0.004217,0.000426
128,128,128,2,10,0.000000,0.001280,0.000723,0.000719,0.001310,0.000430
128,128,128,4,2,0.000000,0.001607,0.000797,0.000824,0.000915,0.000446
128,128,128,4,3,0.000000,0.001415,0.000770,0.000819,0.004114,0.000437
128,128,128,4,4,0.000000,0.001504,0.000806,0.000822,0.004364,0.000893
128,128,128,4,5,0.000000,0.001790,0.000783,0.000813,0.004084,0.000462
128,128,128,2,4,0.000000,0.001399,0.000804,0.000755,0.000616,0.000000
128,128,128,2,6,0.000000,0.001207,0.000717,0.000704,0.000780,0.000000
128,128,128,2,8,0.000000,0.001718,0.000945,0.000768,0.000809,0.000000
128,128,128,2,10,0.000000,0.001460,0.000742,0.000782,0.000812,0.000000
128,128,128,4,2,0.000000,0.001255,0.000801,0.000795,0.000924,0.000000
128,128,128,4,3,0.000000,0.001503,0.000783,0.000780,0.003569,0.000000
128,128,128,4,4,0.000000,0.001723,0.000799,0.000845,0.001256,0.000000
128,128,128,4,5,0.000000,0.001447,0.000806,0.000856,0.004308,0.000000
128,128,128,2,4,0.000000,0.001406,0.000809,0.000779,0.001272,0.000000
128,128,128,2,6,0.000000,0.001416,0.000705,0.000707,0.000795,0.000000
128,128,128,2,8,0.000000,0.001703,0.000911,0.000724,0.000828,0.000000
128,128,128,2,10,0.000000,0.001603,0.000875,0.000697,0.008677,0.000000
128,128,128,4,2,0.000000,0.001504,0.000796,0.000815,0.000587,0.000000
128,128,128,4,3,0.000000,0.001459,0.000789,0.000772,0.003672,0.000000
128,128,128,4,4,0.000000,0.001528,0.000752,0.000810,0.004212,0.000000
128,128,128,4,5,0.000000,0.001843,0.000962,0.001336,0.001913,0.000000
128,128,128,2,4,0.000000,0.001619,0.000924,0.000842,0.001794,0.000000
128,128,128,2,6,0.000000,0.001696,0.000803,0.000745,0.000652,0.000000
128,128,128,2,8,0.000000,0.001701,0.000919,0.000708,0.001151,0.000000
128,128,128,2,10,0.000000,0.001626,0.000877,0.000814,0.001514,0.000000
128,128,128,4,2,0.000000,0.001909,0.000796,0.000808,0.001910,0.000000
128,128,128,4,3,0.000000,0.001902,0.000799,0.000821,0.000931,0.000000
128,128,128,4,4,0.000000,0.001436,0.000808,0.000778,0.004659,0.000000
128,128,128,4,5,0.000000,0.001785,0.000796,0.000826,0.004080,0.000000
256,256,256,2,4,0.000000,0.005060,0.001053,0.000873,0.005725,0.002836
256,256,256,2,6,0.000000,0.003919,0.000950,0.000840,0.005490,0.002823
256,256,256,2,8,0.000000,0.004943,0.000972,0.000938,0.006026,0.003086
256,256,256,2,10,0.000000,0.004777,0.000980,0.000924,0.002127,0.003098
256,256,256,4,2,0.000000,0.004972,0.001104,0.001056,0.005630,0.003177
256,256,256,4,3,0.000000,0.004259,0.001078,0.001046,0.002865,0.003182
256,256,256,4,4,0.000000,0.004135,0.001077,0.000970,0.010161,0.003152
256,256,256,4,5,0.000000,0.004981,0.001051,0.001051,0.004097,0.003163
256,256,256,2,4,0.000000,0.004459,0.001073,0.000841,0.002827,0.000000
256,256,256,2,6,0.000000,0.005023,0.000974,0.000912,0.002903,0.000000
256,256,256,2,8,0.000000,0.004618,0.000963,0.000942,0.004918,0.000000
256,256,256,2,10,0.000000,0.004964,0.000953,0.000917,0.004706,0.000000
256,256,256,4,2,0.000000,0.004662,0.001109,0.001117,0.003798,0.000000
256,256,256,4,3,0.000000,0.004935,0.001113,0.001074,0.004552,0.000000
256,256,256,4,4,0.000000,0.004330,0.001131,0.001105,0.002690,0.000000
256,256,256,4,5,0.000000,0.005096,0.001125,0.001249,0.002723,0.000000
256,256,256,2,4,0.000000,0.004756,0.000968,0.000905,0.004015,0.000000
256,256,256,2,6,0.000000,0.004345,0.000947,0.000931,0.005792,0.000000
256,256,256,2,8,0.000000,0.005066,0.001085,0.000877,0.004729,0.000000
256,256,256,2,10,0.000000,0.004409,0.000963,0.000907,0.005130,0.000000
256,256,256,4,2,0.000000,0.004834,0.001100,0.001005,0.003885,0.000000
256,256,256,4,3,0.000000,0.004258,0.001173,0.001023,0.003852,0.000000
256,256,256,4,4,0.000000,0.004224,0.001121,0.000995,0.009293,0.000000
256,256,256,4,5,0.000000,0.004784,0.001153,0.001743,0.011326,0.000000
256,256,256,2,4,0.000000,0.004661,0.000966,0.000978,0.005709,0.000000
256,256,256,2,6,0.000000,0.005316,0.000923,0.000939,0.002320,0.000000
256,256,256,2,8,0.000000,0.004276,0.000968,0.000874,0.004962,0.000000
256,256,256,2,10,0.000000,0.003927,0.000961,0.000882,0.004448,0.000000
256,256,256,4,2,0.000000,0.005040,0.001287,0.001494,0.002627,0.000000
256,256,256,4,3,0.000000,0.004746,0.001136,0.001082,0.004779,0.000000
256,256,256,4,4,0.000000,0.004891,0.001097,0.001062,0.005755,0.000000
256,256,256,4,5,0.000000,0.004472,0.001133,0.000967,0.009688,0.000000
512,512,512,2,4,0.000000,0.015438,0.002706,0.002043,0.025936,0.034511
512,512,512,2,6,0.000000,0.015514,0.003154,0.001512,0.014865,0.023882
512,512,512,2,8,0.000000,0.015028,0.003224,0.001536,0.017776,0.026930
512,512,512,2,10,0.000000,0.015624,0.002822,0.001403,0.021520,0.025747
512,512,512,4,2,0.000000,0.024475,0.003820,0.004216,0.025134,0.024105
512,512,512,4,3,0.000000,0.014244,0.004014,0.002789,0.021766,0.034517
512,512,512,4,4,0.000000,0.013394,0.003836,0.001802,0.019143,0.036834
512,512,512,4,5,0.000000,0.013706,0.003802,0.003143,0.016272,0.034293
512,512,512,2,4,0.000000,0.015372,0.003016,0.001420,0.022518,0.000000
512,512,512,2,6,0.000000,0.015500,0.003289,0.001510,0.013589,0.000000
512,512,512,2,8,0.000000,0.014476,0.003327,0.001638,0.018383,0.000000
512,512,512,2,10,0.000000,0.015596,0.002924,0.001575,0.016030,0.000000
512,512,512,4,2,0.000000,0.014900,0.004024,0.001786,0.019937,0.000000
512,512,512,4,3,0.000000,0.014462,0.004067,0.002841,0.019996,0.000000
512,512,512,4,4,0.000000,0.015033,0.003767,0.002942,0.017774,0.000000
512,512,512,4,5,0.000000,0.013755,0.003602,0.002050,0.016426,0.000000
512,512,512,2,4,0.000000,0.014426,0.003230,0.001490,0.017356,0.000000
512,512,512,2,6,0.000000,0.015046,0.003133,0.002527,0.020606,0.000000
512,512,512,2,8,0.000000,0.015003,0.003254,0.001544,0.009222,0.000000
512,512,512,2,10,0.000000,0.014945,0.003149,0.001470,0.013795,0.000000
512,512,512,4,2,0.000000,0.016738,0.005186,0.002215,0.018300,0.000000
512,512,512,4,3,0.000000,0.014476,0.004022,0.001871,0.022126,0.000000
512,512,512,4,4,0.000000,0.014579,0.003920,0.003139,0.018413,0.000000
512,512,512,4,5,0.000000,0.014258,0.004096,0.003147,0.019164,0.000000
512,512,512,2,4,0.000000,0.015466,0.003407,0.001561,0.017837,0.000000
512,512,512,2,6,0.000000,0.015439,0.002939,0.001524,0.011902,0.000000
512,512,512,2,8,0.000000,0.015238,0.003089,0.001475,0.011783,0.000000
512,512,512,2,10,0.000000,0.017441,0.002950,0.001463,0.016616,0.000000
512,512,512,4,2,0.000000,0.014380,0.004113,0.001784,0.017730,0.000000
512,512,512,4,3,0.000000,0.015191,0.004038,0.002485,0.014727,0.000000
512,512,512,4,4,0.000000,0.013830,0.003859,0.002812,0.019820,0.000000
512,512,512,4,5,0.000000,0.015250,0.003906,0.003733,0.021387,0.000000
1024,1024,1024,2,4,0.000000,0.047978,0.018017,0.003649,0.066864,0.200160
1024,1024,1024,2,6,0.000000,0.045664,0.017216,0.004350,0.090137,0.227023
1024,1024,1024,2,8,0.000000,0.046395,0.016729,0.004135,0.066451,0.226455
1024,1024,1024,2,10,0.000000,0.048563,0.017167,0.003953,0.056804,0.200255
1024,1024,1024,4,2,0.000000,0.047039,0.019676,0.007494,0.066233,0.199061
1024,1024,1024,4,3,0.000000,0.047933,0.020799,0.006477,0.082666,0.195302
1024,1024,1024,4,4,0.000000,0.047832,0.021621,0.006069,0.065635,0.200076
1024,1024,1024,4,5,0.000000,0.047004,0.020596,0.006087,0.056229,0.225239
1024,1024,1024,2,4,0.000000,0.044988,0.017169,0.003868,0.110323,0.000000
1024,1024,1024,2,6,0.000000,0.046020,0.018676,0.004864,0.086690,0.000000
1024,1024,1024,2,8,0.000000,0.044635,0.017058,0.003545,0.044245,0.000000
1024,1024,1024,2,10,0.000000,0.045032,0.016327,0.005891,0.059985,0.000000
1024,1024,1024,4,2,0.000000,0.046059,0.020602,0.006393,0.069898,0.000000
1024,1024,1024,4,3,0.000000,0.045903,0.020454,0.005756,0.085475,0.000000
1024,1024,1024,4,4,0.000000,0.046881,0.022122,0.008164,0.069391,0.000000
1024,1024,1024,4,5,0.000000,0.047262,0.021916,0.006228,0.058980,0.000000
1024,1024,1024,2,4,0.000000,0.044746,0.016364,0.004312,0.083493,0.000000
1024,1024,1024,2,6,0.000000,0.046581,0.018223,0.003905,0.051990,0.000000
1024,1024,1024,2,8,0.000000,0.044830,0.016723,0.003882,0.065638,0.000000
1024,1024,1024,2,10,0.000000,0.046231,0.017722,0.004212,0.039414,0.000000
1024,1024,1024,4,2,0.000000,0.046195,0.021651,0.009091,0.068963,0.000000
1024,1024,1024,4,3,0.000000,0.047316,0.022124,0.006128,0.084724,0.000000
1024,1024,1024,4,4,0.000000,0.046030,0.020525,0.008219,0.068344,0.000000
1024,1024,1024,4,5,0.000000,0.047211,0.023343,0.005541,0.056963,0.000000
1024,1024,1024,2,4,0.000000,0.045024,0.016004,0.003910,0.069011,0.000000
1024,1024,1024,2,6,0.000000,0.047306,0.017409,0.003918,0.051529,0.000000
1024,1024,1024,2,8,0.000000,0.046789,0.018657,0.004512,0.047672,0.000000
1024,1024,1024,2,10,0.000000,0.045168,0.017543,0.004160,0.058033,0.000000
1024,1024,1024,4,2,0.000000,0.046321,0.021732,0.008728,0.067274,0.000000
1024,1024,1024,4,3,0.000000,0.046721,0.020218,0.005320,0.071136,0.000000
1024,1024,1024,4,4,0.000000,0.047926,0.020275,0.007327,0.069216,0.000000
1024,1024,1024,4,5,0.000000,0.047739,0.022001,0.008120,0.056164,0.000000
2500,2500,2500,2,4,0.000001,0.244531,0.110698,0.020084,0.709849,3.841602
2500,2500,2500,2,6,0.000001,0.243845,0.110625,0.017069,0.529247,3.666969
2500,2500,2500,2,8,0.000001,0.314706,0.176090,0.017039,0.434261,3.657462
2500,2500,2500,2,10,0.000001,0.239891,0.107529,0.017699,0.324808,3.659709
2500,2500,2500,4,2,0.000001,0.250937,0.175409,0.035389,0.740523,3.842116
2500,2500,2500,4,3,0.000001,0.251892,0.170300,0.036106,0.498108,3.657235
2500,2500,2500,4,4,0.000001,0.250719,0.171748,0.035456,0.415967,3.676545
2500,2500,2500,4,5,0.000001,0.251751,0.170601,0.040308,0.365668,3.682167
2500,2500,2500,2,4,0.000000,0.240127,0.107951,0.018210,0.704843,0.000000
2500,2500,2500,2,6,0.000000,0.242864,0.109543,0.017691,0.541220,0.000000
2500,2500,2500,2,8,0.000000,0.241246,0.108051,0.017805,0.425420,0.000000
2500,2500,2500,2,10,0.000000,0.240072,0.108577,0.017478,0.370841,0.000000
2500,2500,2500,4,2,0.000000,0.251016,0.170867,0.028190,0.720024,0.000000
2500,2500,2500,4,3,0.000000,0.253547,0.172499,0.035432,0.519140,0.000000
2500,2500,2500,4,4,0.000000,0.252601,0.171572,0.026382,0.435546,0.000000
2500,2500,2500,4,5,0.000000,0.250500,0.176591,0.036123,0.463949,0.000000
2500,2500,2500,2,4,0.000000,0.240020,0.108184,0.021600,0.714311,0.000000
2500,2500,2500,2,6,0.000000,0.242204,0.108875,0.016603,0.526925,0.000000
2500,2500,2500,2,8,0.000000,0.245247,0.109570,0.017995,0.380371,0.000000
2500,2500,2500,2,10,0.000000,0.242269,0.107763,0.018020,0.322002,0.000000
2500,2500,2500,4,2,0.000000,0.251094,0.169810,0.035503,0.721819,0.000000
2500,2500,2500,4,3,0.000000,0.250196,0.170898,0.024978,0.540682,0.000000
2500,2500,2500,4,4,0.000000,0.266292,0.187840,0.027982,0.465020,0.000000
2500,2500,2500,4,5,0.000000,0.250142,0.171568,0.026739,0.469576,0.000000
2500,2500,2500,2,4,0.000000,0.241602,0.108801,0.021330,0.705040,0.000000
2500,2500,2500,2,6,0.000000,0.242414,0.110432,0.017664,0.525250,0.000000
2500,2500,2500,2,8,0.000000,0.241383,0.107574,0.016825,0.372481,0.000000
2500,2500,2500,2,10,0.000000,0.307191,0.107942,0.022964,0.391761,0.000000
2500,2500,2500,4,2,0.000000,0.252454,0.170239,0.026707,0.726285,0.000000
2500,2500,2500,4,3,0.000000,0.250992,0.170012,0.035391,0.502402,0.000000
2500,2500,2500,4,4,0.000000,0.250926,0.172754,0.036016,0.479308,0.000000
2500,2500,2500,4,5,0.000000,0.264606,0.190840,0.029333,0.509938,0.000000
5000,5000,5000,2,4,0.000001,0.945454,0.631905,0.088225,5.606191,39.979041
5000,5000,5000,2,6,0.000001,0.949009,0.630341,0.060101,3.760643,39.540587
5000,5000,5000,2,8,0.000001,0.951818,0.634534,0.058038,3.068938,39.653983
5000,5000,5000,2,10,0.000001,0.945757,0.633201,0.064282,2.706082,39.920130
5000,5000,5000,4,2,0.000001,0.989600,0.999348,0.137226,5.415006,39.492205
5000,5000,5000,4,3,0.000001,1.002834,1.022246,0.132938,3.815178,40.496608
5000,5000,5000,4,4,0.000001,0.988767,0.997267,0.130870,2.926144,39.505149
5000,5000,5000,4,5,0.000001,0.957322,1.005930,0.121492,2.564644,39.892115
5000,5000,5000,2,4,0.000000,0.944109,0.649438,0.094306,5.613716,0.000000
5000,5000,5000,2,6,0.000000,0.964478,0.641966,0.061362,3.784798,0.000000
5000,5000,5000,2,8,0.000000,0.946532,0.625558,0.057677,2.909823,0.000000
5000,5000,5000,2,10,0.000000,0.945709,0.627647,0.058528,2.617367,0.000000
5000,5000,5000,4,2,0.000000,0.991752,0.994028,0.137256,5.500008,0.000000
5000,5000,5000,4,3,0.000000,0.977981,1.021228,0.121269,3.811541,0.000000
5000,5000,5000,4,4,0.000000,0.989209,1.000433,0.135332,2.970064,0.000000
5000,5000,5000,4,5,0.000000,0.991204,0.976884,0.135313,2.479275,0.000000
5000,5000,5000,2,4,0.000000,0.945092,0.624498,0.062294,5.514298,0.000000
5000,5000,5000,2,6,0.000000,0.947564,0.627511,0.058522,3.780974,0.000000
5000,5000,5000,2,8,0.000000,0.943412,0.629609,0.058540,2.909341,0.000000
5000,5000,5000,2,10,0.000000,0.944853,0.627038,0.059310,2.531617,0.000000
5000,5000,5000,4,2,0.000000,0.987152,0.994185,0.133693,5.512121,0.000000
5000,5000,5000,4,3,0.000000,0.988531,0.996256,0.131346,3.799000,0.000000
5000,5000,5000,4,4,0.000000,0.989406,0.996530,0.136595,3.016217,0.000000
5000,5000,5000,4,5,0.000000,0.989109,0.993455,0.135845,2.557947,0.000000
5000,5000,5000,2,4,0.000000,0.942044,0.629403,0.058243,5.632982,0.000000
5000,5000,5000,2,6,0.000000,0.943195,0.628415,0.056729,3.774252,0.000000
5000,5000,5000,2,8,0.000000,0.963562,0.640237,0.056453,2.889635,0.000000
5000,5000,5000,2,10,0.000000,0.951339,0.629435,0.057708,2.490614,0.000000
5000,5000,5000,4,2,0.000000,0.996409,0.998439,0.134008,5.381081,0.000000
5000,5000,5000,4,3,0.000000,0.988818,0.997630,0.129063,3.839522,0.000000
5000,5000,5000,4,4,0.000000,0.991551,0.994306,0.137538,3.019294,0.000000
5000,5000,5000,4,5,0.000000,0.994504,1.027266,0.131261,2.503202,0.000000
10000,10000,10000,2,4,0.000002,3.812243,2.376304,0.341114,45.604499,319.972132
10000,10000,10000,2,6,0.000002,3.819675,2.401386,0.213939,32.421577,319.061969
10000,10000,10000,2,8,0.000002,3.751547,2.372690,0.349225,24.861985,319.145266
10000,10000,10000,2,10,0.000002,3.876426,2.411230,0.351436,21.416515,319.420218
10000,10000,10000,4,2,0.000002,3.826116,3.858719,0.447211,45.377612,319.820212
10000,10000,10000,4,3,0.000002,3.933402,3.732136,0.532604,31.819703,319.623863
10000,10000,10000,4,4,0.000002,3.932984,3.749135,0.492755,25.919890,319.759305
10000,10000,10000,4,5,0.000002,3.937702,3.759457,0.482995,20.864483,320.112372
10000,10000,10000,2,4,0.000000,3.826253,2.413979,0.347831,46.471119,0.000000
10000,10000,10000,2,6,0.000000,3.831348,2.417380,0.357094,32.238164,0.000000
10000,10000,10000,2,8,0.000000,3.772989,2.377260,0.312839,25.566176,0.000000
10000,10000,10000,2,10,0.000000,3.794638,2.386499,0.364273,21.318295,0.000000
10000,10000,10000,4,2,0.000000,3.900422,3.874858,0.475958,49.015226,0.000000
10000,10000,10000,4,3,0.000000,3.852134,3.848185,0.536857,33.211520,0.000000
10000,10000,10000,4,4,0.000000,3.821932,3.759971,0.441577,24.727921,0.000000
10000,10000,10000,4,5,0.000000,3.942529,3.821489,0.525472,21.914291,0.000000
10000,10000,10000,2,4,0.000000,3.770961,2.373607,0.345523,46.696409,0.000000
10000,10000,10000,2,6,0.000000,3.887779,2.388318,0.351764,32.333032,0.000000
10000,10000,10000,2,8,0.000000,3.809334,2.365713,0.352610,25.167368,0.000000
10000,10000,10000,2,10,0.000000,3.774269,2.354331,0.360141,21.751027,0.000000
10000,10000,10000,4,2,0.000000,3.907610,3.889999,0.468666,44.626069,0.000000
10000,10000,10000,4,3,0.000000,3.774931,3.828510,0.438465,33.383281,0.000000
10000,10000,10000,4,4,0.000000,3.918831,3.880165,0.471354,25.744308,0.000000
10000,10000,10000,4,5,0.000000,5.034303,3.738676,0.543864,21.311726,0.000000
10000,10000,10000,2,4,0.000000,3.841979,2.393431,0.341337,46.193193,0.000000
10000,10000,10000,2,6,0.000000,3.836941,2.390683,0.355739,32.246875,0.000000
10000,10000,10000,2,8,0.000000,3.753504,2.540328,0.340520,25.039472,0.000000
10000,10000,10000,2,10,0.000000,3.757054,2.351035,0.353854,22.301438,0.000000
10000,10000,10000,4,2,0.000000,3.921878,3.718784,0.529491,46.201273,0.000000
10000,10000,10000,4,3,0.000000,3.923572,4.114486,0.481420,32.420195,0.000000
10000,10000,10000,4,4,0.000000,3.788638,3.713376,0.525082,25.656198,0.000000
10000,10000,10000,4,5,0.000000,3.918731,3.748135,0.486591,21.498506,0.000000
2500,2500,32,2,4,0.000000,0.013941,0.000923,0.020462,0.031706,0.025733
2500,2500,32,2,6,0.000000,0.014683,0.001006,0.016907,0.016793,0.025829
2500,2500,32,2,8,0.000000,0.013890,0.000946,0.017805,0.020264,0.027613
2500,2500,32,2,10,0.000000,0.013385,0.000935,0.021395,0.019070,0.026041
2500,2500,32,4,2,0.000000,0.016363,0.001125,0.035080,0.020754,0.027746
2500,2500,32,4,3,0.000000,0.014873,0.001073,0.026725,0.017138,0.027173
2500,2500,32,4,4,0.000000,0.014168,0.000991,0.031210,0.019283,0.029056
2500,2500,32,4,5,0.000000,0.013472,0.001091,0.027447,0.022299,0.027702
2500,2500,32,2,4,0.000000,0.012719,0.000935,0.017684,0.020183,0.000000
2500,2500,32,2,6,0.000000,0.011864,0.000862,0.016521,0.015594,0.000000
2500,2500,32,2,8,0.000000,0.013995,0.000953,0.017792,0.011720,0.000000
2500,2500,32,2,10,0.000000,0.013018,0.000949,0.018082,0.022273,0.000000
2500,2500,32,4,2,0.000000,0.012690,0.000916,0.028869,0.020104,0.000000
2500,2500,32,4,3,0.000000,0.012133,0.000937,0.025838,0.018815,0.000000
2500,2500,32,4,4,0.000000,0.011950,0.000926,0.026552,0.019304,0.000000
2500,2500,32,4,5,0.000000,0.011669,0.000936,0.027968,0.020882,0.000000
2500,2500,32,2,4,0.000000,0.013574,0.000881,0.016044,0.031722,0.000000
2500,2500,32,2,6,0.000000,0.013230,0.000900,0.015985,0.016324,0.000000
2500,2500,32,2,8,0.000000,0.012752,0.000895,0.018644,0.013718,0.000000
2500,2500,32,2,10,0.000000,0.012332,0.000875,0.016680,0.013652,0.000000
2500,2500,32,4,2,0.000000,0.011813,0.000926,0.028150,0.020862,0.000000
2500,2500,32,4,3,0.000000,0.013255,0.000969,0.026047,0.017733,0.000000
2500,2500,32,4,4,0.000000,0.012239,0.000952,0.026147,0.014945,0.000000
2500,2500,32,4,5,0.000000,0.012349,0.000953,0.030175,0.017555,0.000000
2500,2500,32,2,4,0.000000,0.013401,0.000947,0.019122,0.020513,0.000000
2500,2500,32,2,6,0.000000,0.013225,0.000909,0.015554,0.015917,0.000000
2500,2500,32,2,8,0.000000,0.013690,0.000885,0.017647,0.012297,0.000000
2500,2500,32,2,10,0.000000,0.013353,0.000916,0.016343,0.018851,0.000000
2500,2500,32,4,2,0.000000,0.012137,0.000942,0.029642,0.021493,0.000000
2500,2500,32,4,3,0.000000,0.012728,0.000935,0.026191,0.025031,0.000000
2500,2500,32,4,4,0.000000,0.012046,0.000929,0.027197,0.024133,0.000000
2500,2500,32,4,5,0.000000,0.013017,0.000945,0.025697,0.021379,0.000000
2500,2500,64,2,4,0.000000,0.016232,0.001220,0.015374,0.030312,0.050375
2500,2500,64,2,6,0.000000,0.018359,0.001317,0.017896,0.034890,0.052585
2500,2500,64,2,8,0.000000,0.018042,0.001271,0.015417,0.031676,0.051216
2500,2500,64,2,10,0.000000,0.017354,0.001320,0.017510,0.026894,0.051794
2500,2500,64,4,2,0.000000,0.017138,0.001583,0.031059,0.032871,0.053539
2500,2500,64,4,3,0.000000,0.016826,0.001489,0.026004,0.035328,0.051128
2500,2500,64,4,4,0.000000,0.017373,0.001493,0.026915,0.032534,0.052732
2500,2500,64,4,5,0.000000,0.018208,0.001562,0.035664,0.031043,0.052354
2500,2500,64,2,4,0.000000,0.018291,0.001303,0.016653,0.035896,0.000000
2500,2500,64,2,6,0.000000,0.016840,0.001255,0.018329,0.024701,0.000000
2500,2500,64,2,8,0.000000,0.016581,0.001233,0.024341,0.029872,0.000000
2500,2500,64,2,10,0.000000,0.016874,0.001297,0.017278,0.027756,0.000000
2500,2500,64,4,2,0.000000,0.016762,0.001366,0.026194,0.032296,0.000000
2500,2500,64,4,3,0.000000,0.017703,0.001557,0.030496,0.027491,0.000000
2500,2500,64,4,4,0.000000,0.017423,0.001510,0.027396,0.030403,0.000000
